X,Y,Status,Sector
903,693,GOOD,Right
917,693,GOOD,Right
931,693,GOOD,Right
945,693,GOOD,Right
959,693,GOOD,Right
973,693,GOOD,Right
987,693,GOOD,Right
1001,693,GOOD,Right
1015,693,GOOD,Right
1029,693,GOOD,Right
1043,693,GOOD,Right
1057,693,GOOD,Right
1071,693,GOOD,Edge
1085,693,GOOD,Edge
1099,693,GOOD,Edge
1113,693,GOOD,Edge
1127,693,GOOD,Edge
1141,693,GOOD,Edge
63,707,GOOD,Edge
77,707,GOOD,Edge
91,707,GOOD,Edge
105,707,GOOD,Edge
119,707,GOOD,Edge
133,707,GOOD,Edge
147,707,GOOD,Left
161,707,GOOD,Left
175,707,GOOD,Left
189,707,GOOD,Left
203,707,GOOD,Left
217,707,GOOD,Left
231,707,GOOD,Left
245,707,GOOD,Left
259,707,GOOD,Left
273,707,GOOD,Left
287,707,GOOD,Left
301,707,GOOD,Left
315,707,GOOD,Left
329,707,GOOD,Left
343,707,GOOD,Left
357,707,GOOD,Left
371,707,GOOD,Left
385,707,GOOD,Left
399,707,GOOD,Left
413,707,GOOD,Right
427,707,GOOD,Right
441,707,GOOD,Right
455,707,GOOD,Right
469,707,GOOD,Center
483,707,GOOD,Center
497,707,GOOD,Center
511,707,GOOD,Center
525,707,GOOD,Center
539,707,GOOD,Center
553,707,GOOD,Center
567,707,GOOD,Center
581,707,GOOD,Center
595,707,GOOD,Center
609,707,GOOD,Center
623,707,GOOD,Center
637,707,GOOD,Center
651,707,GOOD,Center
665,707,GOOD,Center
679,707,GOOD,Center
693,707,GOOD,Center
707,707,GOOD,Center
721,707,GOOD,Center
735,707,GOOD,Center
749,707,GOOD,Right
763,707,GOOD,Right
777,707,GOOD,Right
791,707,GOOD,Right
805,707,GOOD,Right
819,707,GOOD,Right
833,707,GOOD,Right
847,707,GOOD,Right
861,707,GOOD,Right
875,707,GOOD,Right
889,707,GOOD,Right
903,707,GOOD,Right
917,707,GOOD,Right
931,707,GOOD,Right
945,707,GOOD,Right
959,707,GOOD,Right
973,707,GOOD,Right
987,707,GOOD,Right
1001,707,GOOD,Right
1015,707,GOOD,Right
1029,707,GOOD,Right
1043,707,GOOD,Right
1057,707,GOOD,Right
1071,707,GOOD,Edge
1085,707,GOOD,Edge
1099,707,GOOD,Edge
1113,707,GOOD,Edge
1127,707,GOOD,Edge
77,721,GOOD,Edge
91,721,GOOD,Edge
105,721,GOOD,Edge
119,721,GOOD,Edge
133,721,GOOD,Edge
147,721,GOOD,Left
161,721,GOOD,Left
175,721,GOOD,Left
189,721,GOOD,Left
203,721,GOOD,Left
217,721,GOOD,Left
231,721,GOOD,Left
245,721,GOOD,Left
259,721,GOOD,Left
273,721,GOOD,Left
287,721,GOOD,Left
301,721,GOOD,Left
315,721,GOOD,Left
329,721,GOOD,Left
343,721,GOOD,Left
357,721,DEFECT,Left
371,721,GOOD,Left
385,721,GOOD,Left
399,721,GOOD,Left
413,721,GOOD,Right
427,721,GOOD,Right
441,721,GOOD,Right
455,721,GOOD,Right
469,721,GOOD,Center
483,721,GOOD,Center
497,721,GOOD,Center
511,721,GOOD,Center
525,721,GOOD,Center
539,721,GOOD,Center
553,721,GOOD,Center
567,721,GOOD,Center
581,721,GOOD,Center
595,721,GOOD,Center
609,721,DEFECT,Center
623,721,DEFECT,Center
637,721,GOOD,Center
651,721,GOOD,Center
665,721,GOOD,Center
679,721,GOOD,Center
693,721,GOOD,Center
707,721,GOOD,Center
721,721,GOOD,Center
735,721,GOOD,Right
749,721,GOOD,Right
763,721,GOOD,Right
777,721,GOOD,Right
791,721,GOOD,Right
805,721,GOOD,Right
819,721,GOOD,Right
833,721,GOOD,Right
847,721,GOOD,Right
861,721,GOOD,Right
875,721,GOOD,Right
889,721,GOOD,Right
903,721,GOOD,Right
917,721,GOOD,Right
931,721,GOOD,Right
945,721,GOOD,Right
959,721,GOOD,Right
973,721,DEFECT,Right
987,721,DEFECT,Right
1001,721,GOOD,Right
1015,721,GOOD,Right
1029,721,GOOD,Right
1043,721,GOOD,Right
1057,721,GOOD,Edge
1071,721,GOOD,Edge
1085,721,GOOD,Edge
1099,721,GOOD,Edge
1113,721,GOOD,Edge
1127,721,GOOD,Edge
77,735,GOOD,Edge
91,735,GOOD,Edge
105,735,GOOD,Edge
119,735,GOOD,Edge
133,735,GOOD,Edge
147,735,GOOD,Edge
161,735,GOOD,Left
175,735,GOOD,Left
189,735,GOOD,Left
203,735,GOOD,Left
217,735,GOOD,Left
231,735,GOOD,Left
245,735,GOOD,Left
259,735,GOOD,Left
273,735,GOOD,Left
287,735,GOOD,Left
301,735,GOOD,Left
315,735,GOOD,Left
329,735,GOOD,Left
343,735,GOOD,Left
357,735,DEFECT,Left
371,735,GOOD,Left
385,735,GOOD,Left
399,735,GOOD,Left
413,735,GOOD,Right
427,735,GOOD,Right
441,735,GOOD,Right
455,735,GOOD,Right
469,735,GOOD,Right
483,735,GOOD,Center
497,735,GOOD,Center
511,735,GOOD,Center
525,735,GOOD,Center
539,735,GOOD,Center
553,735,GOOD,Center
567,735,GOOD,Center
581,735,GOOD,Center
595,735,GOOD,Center
609,735,DEFECT,Center
623,735,GOOD,Center
637,735,GOOD,Center
651,735,GOOD,Center
665,735,GOOD,Center
679,735,GOOD,Center
693,735,GOOD,Center
707,735,GOOD,Center
721,735,GOOD,Right
735,735,GOOD,Right
749,735,GOOD,Right
763,735,GOOD,Right
777,735,GOOD,Right
791,735,GOOD,Right
805,735,GOOD,Right
819,735,GOOD,Right
833,735,GOOD,Right
847,735,GOOD,Right
861,735,GOOD,Right
875,735,GOOD,Right
889,735,GOOD,Right
903,735,GOOD,Right
917,735,GOOD,Right
931,735,GOOD,Right
945,735,GOOD,Right
959,735,GOOD,Right
973,735,DEFECT,Right
987,735,DEFECT,Right
1001,735,GOOD,Right
1015,735,GOOD,Right
1029,735,GOOD,Right
1043,735,GOOD,Right
1057,735,GOOD,Edge
1071,735,GOOD,Edge
1085,735,GOOD,Edge
1099,735,GOOD,Edge
1113,735,GOOD,Edge
1127,735,GOOD,Edge
77,749,GOOD,Edge
91,749,GOOD,Edge
105,749,GOOD,Edge
119,749,GOOD,Edge
133,749,GOOD,Edge
147,749,GOOD,Edge
161,749,GOOD,Left
175,749,GOOD,Left
189,749,GOOD,Left
203,749,GOOD,Left
217,749,GOOD,Left
231,749,GOOD,Left
245,749,GOOD,Left
259,749,GOOD,Left
273,749,GOOD,Left
287,749,GOOD,Left
301,749,GOOD,Left
315,749,GOOD,Left
329,749,GOOD,Left
343,749,GOOD,Left
357,749,GOOD,Left
371,749,GOOD,Left
385,749,GOOD,Left
399,749,GOOD,Left
413,749,GOOD,Right
427,749,GOOD,Right
441,749,GOOD,Right
455,749,GOOD,Right
469,749,DEFECT,Right
483,749,DEFECT,Right
497,749,GOOD,Right
511,749,GOOD,Center
525,749,GOOD,Center
539,749,GOOD,Center
553,749,GOOD,Center
567,749,GOOD,Center
581,749,GOOD,Center
595,749,GOOD,Center
609,749,GOOD,Center
623,749,GOOD,Center
637,749,GOOD,Center
651,749,GOOD,Center
665,749,GOOD,Center
679,749,GOOD,Center
693,749,GOOD,Center
707,749,GOOD,Right
721,749,GOOD,Right
735,749,GOOD,Right
749,749,GOOD,Right
763,749,GOOD,Right
777,749,GOOD,Right
791,749,GOOD,Right
805,749,GOOD,Right
819,749,GOOD,Right
833,749,GOOD,Right
847,749,GOOD,Right
861,749,GOOD,Right
875,749,GOOD,Right
889,749,GOOD,Right
903,749,GOOD,Right
917,749,GOOD,Right
931,749,GOOD,Right
945,749,GOOD,Right
959,749,GOOD,Right
973,749,GOOD,Right
987,749,GOOD,Right
1001,749,GOOD,Right
1015,749,GOOD,Right
1029,749,GOOD,Right
1043,749,GOOD,Right
1057,749,GOOD,Edge
1071,749,GOOD,Edge
1085,749,GOOD,Edge
1099,749,GOOD,Edge
1113,749,GOOD,Edge
1127,749,GOOD,Edge
77,763,GOOD,Edge
91,763,GOOD,Edge
105,763,GOOD,Edge
119,763,GOOD,Edge
133,763,GOOD,Edge
147,763,GOOD,Edge
161,763,GOOD,Left
175,763,GOOD,Left
189,763,GOOD,Left
203,763,GOOD,Left
217,763,GOOD,Left
231,763,GOOD,Left
245,763,GOOD,Left
259,763,GOOD,Left
273,763,GOOD,Left
287,763,GOOD,Left
301,763,GOOD,Left
315,763,GOOD,Left
329,763,GOOD,Left
343,763,GOOD,Left
357,763,GOOD,Left
371,763,GOOD,Left
385,763,GOOD,Left
399,763,GOOD,Left
413,763,GOOD,Right
427,763,GOOD,Right
441,763,GOOD,Right
455,763,GOOD,Right
469,763,GOOD,Right
483,763,GOOD,Right
497,763,GOOD,Right
511,763,GOOD,Right
525,763,GOOD,Center
539,763,GOOD,Center
553,763,GOOD,Center
567,763,GOOD,Center
581,763,GOOD,Center
595,763,GOOD,Center
609,763,GOOD,Center
623,763,GOOD,Center
637,763,GOOD,Center
651,763,GOOD,Center
665,763,GOOD,Center
679,763,GOOD,Right
693,763,GOOD,Right
707,763,GOOD,Right
721,763,GOOD,Right
735,763,GOOD,Right
749,763,GOOD,Right
763,763,GOOD,Right
777,763,DEFECT,Right
791,763,GOOD,Right
805,763,GOOD,Right
819,763,GOOD,Right
833,763,GOOD,Right
847,763,GOOD,Right
861,763,GOOD,Right
875,763,GOOD,Right
889,763,GOOD,Right
903,763,GOOD,Right
917,763,GOOD,Right
931,763,GOOD,Right
945,763,GOOD,Right
959,763,GOOD,Right
973,763,GOOD,Right
987,763,GOOD,Right
1001,763,GOOD,Right
1015,763,GOOD,Right
1029,763,GOOD,Right
1043,763,GOOD,Edge
1057,763,GOOD,Edge
1071,763,GOOD,Edge
1085,763,GOOD,Edge
1099,763,GOOD,Edge
1113,763,GOOD,Edge
91,777,GOOD,Edge
105,777,GOOD,Edge
119,777,GOOD,Edge
133,777,GOOD,Edge
147,777,GOOD,Edge
161,777,GOOD,Edge
175,777,GOOD,Left
189,777,GOOD,Left
203,777,GOOD,Left
217,777,GOOD,Left
231,777,GOOD,Left
245,777,GOOD,Left
259,777,GOOD,Left
273,777,GOOD,Left
287,777,GOOD,Left
301,777,GOOD,Left
315,777,GOOD,Left
329,777,GOOD,Left
343,777,GOOD,Left
357,777,GOOD,Left
371,777,GOOD,Left
385,777,GOOD,Left
399,777,GOOD,Left
413,777,GOOD,Right
427,777,GOOD,Right
441,777,GOOD,Right
455,777,GOOD,Right
469,777,GOOD,Right
483,777,GOOD,Right
497,777,GOOD,Right
511,777,GOOD,Right
525,777,GOOD,Right
539,777,GOOD,Right
553,777,GOOD,Right
567,777,GOOD,Right
581,777,GOOD,Center
595,777,GOOD,Center
609,777,GOOD,Center
623,777,GOOD,Center
637,777,GOOD,Right
651,777,GOOD,Right
665,777,GOOD,Right
679,777,GOOD,Right
693,777,GOOD,Right
707,777,GOOD,Right
721,777,GOOD,Right
735,777,GOOD,Right
749,777,GOOD,Right
763,777,DEFECT,Right
777,777,DEFECT,Right
791,777,GOOD,Right
805,777,GOOD,Right
819,777,GOOD,Right
833,777,GOOD,Right
847,777,GOOD,Right
861,777,GOOD,Right
875,777,GOOD,Right
889,777,GOOD,Right
903,777,GOOD,Right
917,777,GOOD,Right
931,777,GOOD,Right
945,777,GOOD,Right
959,777,GOOD,Right
973,777,GOOD,Right
987,777,GOOD,Right
1001,777,GOOD,Right
1015,777,GOOD,Right
1029,777,GOOD,Right
1043,777,GOOD,Edge
1057,777,GOOD,Edge
1071,777,GOOD,Edge
1085,777,GOOD,Edge
1099,777,GOOD,Edge
1113,777,GOOD,Edge
91,791,GOOD,Edge
105,791,GOOD,Edge
119,791,GOOD,Edge
133,791,GOOD,Edge
147,791,GOOD,Edge
161,791,GOOD,Edge
175,791,GOOD,Left
189,791,GOOD,Left
203,791,GOOD,Left
217,791,GOOD,Left
231,791,GOOD,Left
245,791,GOOD,Left
259,791,GOOD,Left
273,791,GOOD,Left
287,791,GOOD,Left
301,791,GOOD,Left
315,791,GOOD,Left
329,791,GOOD,Left
343,791,GOOD,Left
357,791,GOOD,Left
371,791,GOOD,Left
385,791,GOOD,Left
399,791,GOOD,Left
413,791,GOOD,Right
427,791,GOOD,Right
441,791,GOOD,Right
455,791,GOOD,Right
469,791,GOOD,Right
483,791,GOOD,Right
497,791,GOOD,Right
511,791,GOOD,Right
525,791,GOOD,Right
539,791,GOOD,Right
553,791,GOOD,Right
567,791,GOOD,Right
581,791,DEFECT,Right
595,791,DEFECT,Right
609,791,GOOD,Right
623,791,GOOD,Right
637,791,GOOD,Right
651,791,GOOD,Right
665,791,GOOD,Right
679,791,GOOD,Right
693,791,GOOD,Right
707,791,GOOD,Right
721,791,GOOD,Right
735,791,GOOD,Right
749,791,GOOD,Right
763,791,GOOD,Right
777,791,GOOD,Right
791,791,GOOD,Right
805,791,GOOD,Right
819,791,GOOD,Right
833,791,GOOD,Right
847,791,GOOD,Right
861,791,GOOD,Right
875,791,GOOD,Right
889,791,GOOD,Right
903,791,GOOD,Right
917,791,GOOD,Right
931,791,GOOD,Right
945,791,GOOD,Right
959,791,DEFECT,Right
973,791,GOOD,Right
987,791,GOOD,Right
1001,791,GOOD,Right
1015,791,GOOD,Right
1029,791,GOOD,Right
1043,791,GOOD,Edge
1057,791,GOOD,Edge
1071,791,GOOD,Edge
1085,791,GOOD,Edge
1099,791,GOOD,Edge
1113,791,GOOD,Edge
91,805,GOOD,Edge
105,805,GOOD,Edge
119,805,GOOD,Edge
133,805,GOOD,Edge
147,805,GOOD,Edge
161,805,GOOD,Edge
175,805,GOOD,Edge
189,805,GOOD,Bottom
203,805,GOOD,Bottom
217,805,GOOD,Bottom
231,805,GOOD,Bottom
245,805,GOOD,Bottom
259,805,GOOD,Bottom
273,805,GOOD,Bottom
287,805,GOOD,Bottom
301,805,GOOD,Bottom
315,805,GOOD,Bottom
329,805,GOOD,Bottom
343,805,GOOD,Bottom
357,805,GOOD,Bottom
371,805,GOOD,Bottom
385,805,GOOD,Bottom
399,805,GOOD,Bottom
413,805,GOOD,Bottom
427,805,GOOD,Bottom
441,805,GOOD,Bottom
455,805,GOOD,Bottom
469,805,GOOD,Bottom
483,805,GOOD,Bottom
497,805,GOOD,Bottom
511,805,GOOD,Bottom
525,805,GOOD,Bottom
539,805,GOOD,Bottom
553,805,GOOD,Bottom
567,805,GOOD,Bottom
581,805,DEFECT,Bottom
595,805,DEFECT,Bottom
609,805,GOOD,Bottom
623,805,GOOD,Bottom
637,805,GOOD,Bottom
651,805,GOOD,Bottom
665,805,GOOD,Bottom
679,805,GOOD,Bottom
693,805,GOOD,Bottom
707,805,GOOD,Bottom
721,805,GOOD,Bottom
735,805,GOOD,Bottom
749,805,GOOD,Bottom
763,805,GOOD,Bottom
777,805,GOOD,Bottom
791,805,GOOD,Bottom
805,805,GOOD,Bottom
819,805,GOOD,Bottom
833,805,GOOD,Bottom
847,805,GOOD,Bottom
861,805,GOOD,Bottom
875,805,GOOD,Bottom
889,805,GOOD,Bottom
903,805,GOOD,Bottom
917,805,GOOD,Bottom
931,805,GOOD,Bottom
945,805,GOOD,Bottom
959,805,DEFECT,Bottom
973,805,GOOD,Bottom
987,805,GOOD,Bottom
1001,805,GOOD,Bottom
1015,805,GOOD,Bottom
1029,805,GOOD,Edge
1043,805,GOOD,Edge
1057,805,GOOD,Edge
1071,805,GOOD,Edge
1085,805,GOOD,Edge
1099,805,GOOD,Edge
105,819,GOOD,Edge
119,819,GOOD,Edge
133,819,GOOD,Edge
147,819,DEFECT,Edge
161,819,DEFECT,Edge
175,819,GOOD,Edge
189,819,GOOD,Bottom
203,819,GOOD,Bottom
217,819,GOOD,Bottom
231,819,GOOD,Bottom
245,819,GOOD,Bottom
259,819,GOOD,Bottom
273,819,GOOD,Bottom
287,819,GOOD,Bottom
301,819,GOOD,Bottom
315,819,GOOD,Bottom
329,819,GOOD,Bottom
343,819,GOOD,Bottom
357,819,GOOD,Bottom
371,819,GOOD,Bottom
385,819,GOOD,Bottom
399,819,GOOD,Bottom
413,819,GOOD,Bottom
427,819,GOOD,Bottom
441,819,GOOD,Bottom
455,819,GOOD,Bottom
469,819,GOOD,Bottom
483,819,GOOD,Bottom
497,819,GOOD,Bottom
511,819,GOOD,Bottom
525,819,GOOD,Bottom
539,819,GOOD,Bottom
553,819,GOOD,Bottom
567,819,GOOD,Bottom
581,819,GOOD,Bottom
595,819,GOOD,Bottom
609,819,GOOD,Bottom
623,819,GOOD,Bottom
637,819,GOOD,Bottom
651,819,DEFECT,Bottom
665,819,DEFECT,Bottom
679,819,GOOD,Bottom
693,819,GOOD,Bottom
707,819,GOOD,Bottom
721,819,GOOD,Bottom
735,819,GOOD,Bottom
749,819,GOOD,Bottom
763,819,GOOD,Bottom
777,819,GOOD,Bottom
791,819,GOOD,Bottom
805,819,GOOD,Bottom
819,819,GOOD,Bottom
833,819,GOOD,Bottom
847,819,GOOD,Bottom
861,819,GOOD,Bottom
875,819,GOOD,Bottom
889,819,GOOD,Bottom
903,819,GOOD,Bottom
917,819,GOOD,Bottom
931,819,GOOD,Bottom
945,819,GOOD,Bottom
959,819,GOOD,Bottom
973,819,GOOD,Bottom
987,819,GOOD,Bottom
1001,819,GOOD,Bottom
1015,819,GOOD,Bottom
1029,819,GOOD,Edge
1043,819,GOOD,Edge
1057,819,GOOD,Edge
1071,819,GOOD,Edge
1085,819,GOOD,Edge
1099,819,GOOD,Edge
105,833,GOOD,Edge
119,833,GOOD,Edge
133,833,GOOD,Edge
147,833,GOOD,Edge
161,833,GOOD,Edge
175,833,GOOD,Edge
189,833,GOOD,Edge
203,833,GOOD,Bottom
217,833,GOOD,Bottom
231,833,GOOD,Bottom
245,833,GOOD,Bottom
259,833,GOOD,Bottom
273,833,GOOD,Bottom
287,833,GOOD,Bottom
301,833,GOOD,Bottom
315,833,GOOD,Bottom
329,833,GOOD,Bottom
343,833,GOOD,Bottom
357,833,GOOD,Bottom
371,833,GOOD,Bottom
385,833,GOOD,Bottom
399,833,GOOD,Bottom
413,833,GOOD,Bottom
427,833,GOOD,Bottom
441,833,GOOD,Bottom
455,833,GOOD,Bottom
469,833,GOOD,Bottom
483,833,GOOD,Bottom
497,833,GOOD,Bottom
511,833,GOOD,Bottom
525,833,GOOD,Bottom
539,833,GOOD,Bottom
553,833,GOOD,Bottom
567,833,GOOD,Bottom
581,833,GOOD,Bottom
595,833,GOOD,Bottom
609,833,GOOD,Bottom
623,833,GOOD,Bottom
637,833,GOOD,Bottom
651,833,GOOD,Bottom
665,833,GOOD,Bottom
679,833,GOOD,Bottom
693,833,GOOD,Bottom
707,833,GOOD,Bottom
721,833,GOOD,Bottom
735,833,GOOD,Bottom
749,833,GOOD,Bottom
763,833,GOOD,Bottom
777,833,GOOD,Bottom
791,833,GOOD,Bottom
805,833,GOOD,Bottom
819,833,GOOD,Bottom
833,833,GOOD,Bottom
847,833,GOOD,Bottom
861,833,GOOD,Bottom
875,833,GOOD,Bottom
889,833,GOOD,Bottom
903,833,GOOD,Bottom
917,833,GOOD,Bottom
931,833,GOOD,Bottom
945,833,GOOD,Bottom
959,833,GOOD,Bottom
973,833,GOOD,Bottom
987,833,GOOD,Bottom
1001,833,GOOD,Bottom
1015,833,GOOD,Edge
1029,833,GOOD,Edge
1043,833,GOOD,Edge
1057,833,GOOD,Edge
1071,833,GOOD,Edge
1085,833,GOOD,Edge
119,847,GOOD,Edge
133,847,GOOD,Edge
147,847,GOOD,Edge
161,847,GOOD,Edge
175,847,GOOD,Edge
189,847,GOOD,Edge
203,847,GOOD,Bottom
217,847,GOOD,Bottom
231,847,GOOD,Bottom
245,847,GOOD,Bottom
259,847,GOOD,Bottom
273,847,GOOD,Bottom
287,847,GOOD,Bottom
301,847,GOOD,Bottom
315,847,GOOD,Bottom
329,847,GOOD,Bottom
343,847,GOOD,Bottom
357,847,GOOD,Bottom
371,847,GOOD,Bottom
385,847,GOOD,Bottom
399,847,GOOD,Bottom
413,847,GOOD,Bottom
427,847,GOOD,Bottom
441,847,GOOD,Bottom
455,847,GOOD,Bottom
469,847,GOOD,Bottom
483,847,GOOD,Bottom
497,847,GOOD,Bottom
511,847,GOOD,Bottom
525,847,GOOD,Bottom
539,847,GOOD,Bottom
553,847,GOOD,Bottom
567,847,GOOD,Bottom
581,847,GOOD,Bottom
595,847,GOOD,Bottom
609,847,GOOD,Bottom
623,847,GOOD,Bottom
637,847,GOOD,Bottom
651,847,GOOD,Bottom
665,847,GOOD,Bottom
679,847,GOOD,Bottom
693,847,GOOD,Bottom
707,847,GOOD,Bottom
721,847,GOOD,Bottom
735,847,GOOD,Bottom
749,847,GOOD,Bottom
763,847,GOOD,Bottom
777,847,GOOD,Bottom
791,847,GOOD,Bottom
805,847,GOOD,Bottom
819,847,GOOD,Bottom
833,847,GOOD,Bottom
847,847,GOOD,Bottom
861,847,GOOD,Bottom
875,847,GOOD,Bottom
889,847,GOOD,Bottom
903,847,GOOD,Bottom
917,847,GOOD,Bottom
931,847,GOOD,Bottom
945,847,GOOD,Bottom
959,847,GOOD,Bottom
973,847,GOOD,Bottom
987,847,GOOD,Bottom
1001,847,GOOD,Edge
1015,847,GOOD,Edge
1029,847,GOOD,Edge
1043,847,GOOD,Edge
1057,847,GOOD,Edge
1071,847,GOOD,Edge
1085,847,GOOD,Edge
119,861,GOOD,Edge
133,861,GOOD,Edge
147,861,GOOD,Edge
161,861,GOOD,Edge
175,861,GOOD,Edge
189,861,GOOD,Edge
203,861,GOOD,Edge
217,861,GOOD,Bottom
231,861,GOOD,Bottom
245,861,GOOD,Bottom
259,861,GOOD,Bottom
273,861,GOOD,Bottom
287,861,GOOD,Bottom
301,861,GOOD,Bottom
315,861,GOOD,Bottom
329,861,GOOD,Bottom
343,861,GOOD,Bottom
357,861,GOOD,Bottom
371,861,GOOD,Bottom
385,861,GOOD,Bottom
399,861,GOOD,Bottom
413,861,GOOD,Bottom
427,861,GOOD,Bottom
441,861,GOOD,Bottom
455,861,GOOD,Bottom
469,861,GOOD,Bottom
483,861,GOOD,Bottom
497,861,GOOD,Bottom
511,861,GOOD,Bottom
525,861,GOOD,Bottom
539,861,GOOD,Bottom
553,861,GOOD,Bottom
567,861,GOOD,Bottom
581,861,GOOD,Bottom
595,861,GOOD,Bottom
609,861,GOOD,Bottom
623,861,GOOD,Bottom
637,861,GOOD,Bottom
651,861,GOOD,Bottom
665,861,GOOD,Bottom
679,861,GOOD,Bottom
693,861,GOOD,Bottom
707,861,GOOD,Bottom
721,861,GOOD,Bottom
735,861,GOOD,Bottom
749,861,GOOD,Bottom
763,861,GOOD,Bottom
777,861,GOOD,Bottom
791,861,GOOD,Bottom
805,861,GOOD,Bottom
819,861,GOOD,Bottom
833,861,GOOD,Bottom
847,861,GOOD,Bottom
861,861,GOOD,Bottom
875,861,GOOD,Bottom
889,861,GOOD,Bottom
903,861,GOOD,Bottom
917,861,GOOD,Bottom
931,861,GOOD,Bottom
945,861,GOOD,Bottom
959,861,GOOD,Bottom
973,861,GOOD,Bottom
987,861,GOOD,Bottom
1001,861,GOOD,Edge
1015,861,GOOD,Edge
1029,861,GOOD,Edge
1043,861,GOOD,Edge
1057,861,GOOD,Edge
1071,861,GOOD,Edge
133,875,GOOD,Edge
147,875,GOOD,Edge
161,875,GOOD,Edge
175,875,GOOD,Edge
189,875,GOOD,Edge
203,875,GOOD,Edge
217,875,GOOD,Edge
231,875,GOOD,Bottom
245,875,GOOD,Bottom
259,875,GOOD,Bottom
273,875,GOOD,Bottom
287,875,GOOD,Bottom
301,875,GOOD,Bottom
315,875,GOOD,Bottom
329,875,GOOD,Bottom
343,875,GOOD,Bottom
357,875,GOOD,Bottom
371,875,GOOD,Bottom
385,875,GOOD,Bottom
399,875,GOOD,Bottom
413,875,GOOD,Bottom
427,875,GOOD,Bottom
441,875,GOOD,Bottom
455,875,GOOD,Bottom
469,875,GOOD,Bottom
483,875,GOOD,Bottom
497,875,GOOD,Bottom
511,875,GOOD,Bottom
525,875,GOOD,Bottom
539,875,GOOD,Bottom
553,875,GOOD,Bottom
567,875,GOOD,Bottom
581,875,GOOD,Bottom
595,875,GOOD,Bottom
609,875,GOOD,Bottom
623,875,GOOD,Bottom
637,875,GOOD,Bottom
651,875,GOOD,Bottom
665,875,GOOD,Bottom
679,875,GOOD,Bottom
693,875,GOOD,Bottom
707,875,GOOD,Bottom
721,875,GOOD,Bottom
735,875,GOOD,Bottom
749,875,GOOD,Bottom
763,875,GOOD,Bottom
777,875,GOOD,Bottom
791,875,GOOD,Bottom
805,875,GOOD,Bottom
819,875,GOOD,Bottom
833,875,GOOD,Bottom
847,875,GOOD,Bottom
861,875,GOOD,Bottom
875,875,GOOD,Bottom
889,875,GOOD,Bottom
903,875,GOOD,Bottom
917,875,GOOD,Bottom
931,875,GOOD,Bottom
945,875,GOOD,Bottom
959,875,GOOD,Bottom
973,875,GOOD,Bottom
987,875,GOOD,Edge
1001,875,GOOD,Edge
1015,875,GOOD,Edge
1029,875,GOOD,Edge
1043,875,GOOD,Edge
1057,875,GOOD,Edge
1071,875,GOOD,Edge
133,889,GOOD,Edge
147,889,GOOD,Edge
161,889,GOOD,Edge
175,889,GOOD,Edge
189,889,GOOD,Edge
203,889,GOOD,Edge
217,889,GOOD,Edge
231,889,GOOD,Bottom
245,889,GOOD,Bottom
259,889,GOOD,Bottom
273,889,GOOD,Bottom
287,889,GOOD,Bottom
301,889,GOOD,Bottom
315,889,GOOD,Bottom
329,889,GOOD,Bottom
343,889,GOOD,Bottom
357,889,GOOD,Bottom
371,889,GOOD,Bottom
385,889,GOOD,Bottom
399,889,GOOD,Bottom
413,889,GOOD,Bottom
427,889,GOOD,Bottom
441,889,GOOD,Bottom
455,889,GOOD,Bottom
469,889,GOOD,Bottom
483,889,GOOD,Bottom
497,889,GOOD,Bottom
511,889,GOOD,Bottom
525,889,GOOD,Bottom
539,889,GOOD,Bottom
553,889,GOOD,Bottom
567,889,GOOD,Bottom
581,889,GOOD,Bottom
595,889,GOOD,Bottom
609,889,GOOD,Bottom
623,889,GOOD,Bottom
637,889,GOOD,Bottom
651,889,GOOD,Bottom
665,889,GOOD,Bottom
679,889,GOOD,Bottom
693,889,GOOD,Bottom
707,889,GOOD,Bottom
721,889,GOOD,Bottom
735,889,GOOD,Bottom
749,889,GOOD,Bottom
763,889,GOOD,Bottom
777,889,GOOD,Bottom
791,889,GOOD,Bottom
805,889,GOOD,Bottom
819,889,GOOD,Bottom
833,889,GOOD,Bottom
847,889,GOOD,Bottom
861,889,GOOD,Bottom
875,889,GOOD,Bottom
889,889,GOOD,Bottom
903,889,GOOD,Bottom
917,889,GOOD,Bottom
931,889,GOOD,Bottom
945,889,GOOD,Bottom
959,889,GOOD,Bottom
973,889,GOOD,Edge
987,889,GOOD,Edge
1001,889,GOOD,Edge
1015,889,GOOD,Edge
1029,889,GOOD,Edge
1043,889,GOOD,Edge
1057,889,GOOD,Edge
147,903,GOOD,Edge
161,903,GOOD,Edge
175,903,GOOD,Edge
189,903,GOOD,Edge
203,903,GOOD,Edge
217,903,GOOD,Edge
231,903,GOOD,Edge
245,903,GOOD,Bottom
259,903,GOOD,Bottom
273,903,GOOD,Bottom
287,903,GOOD,Bottom
301,903,GOOD,Bottom
315,903,GOOD,Bottom
329,903,GOOD,Bottom
343,903,GOOD,Bottom
357,903,GOOD,Bottom
371,903,GOOD,Bottom
385,903,GOOD,Bottom
399,903,GOOD,Bottom
413,903,GOOD,Bottom
427,903,GOOD,Bottom
441,903,GOOD,Bottom
455,903,GOOD,Bottom
469,903,GOOD,Bottom
483,903,GOOD,Bottom
497,903,GOOD,Bottom
511,903,GOOD,Bottom
525,903,GOOD,Bottom
539,903,GOOD,Bottom
553,903,GOOD,Bottom
567,903,GOOD,Bottom
